Course Code,Title (TH),Title (EN),Created At
CMU00073,การเป็นพลเมือง,Citizenship,2020
CMU00072,การต่อต้านการทุจริตในประเทศไทย,Anti-Corruption in Thailand,2020
CMU00071,ศาสตร์และศิลป์ในการสร้างความสุข,Science and Art for Happiness Creation,2020
CMU00070,การพยาบาลผู้สูงอายุ,Gerontological Nursing,2020
CMU00069,กล้วยไม้วิทยา,Orchidology,2020
CMU00068,การถ่ายภาพรังสีภายในช่องปากทางทันตกรรม,Intra Oral Radiology in Dental Work,2020
CMRU00067,ระบบธุรกิจอัจฉริยะ,Business Intelligence,2021
CMRU00066,การวิจัยด้านเทคโนโลยีสารสนเทศทางธุรกิจ,Research in Business Information Technology,2021
CCH00065,การผ่าตัดแบบแผลเล็ก,Minimal Invasive Surgery,2022
CCH00064,การดูแลผู้ป่วยโรคปอด,Pulmonary Care,2022
CCH00063,การดูแลผู้ป่วยโรคเบาหวาน,Diabetes Care,2022
CCH00062,การเสริมสร้างศักยภาพสำหรับผู้ให้การดูแลระยะยาวแก่ผู้ป่วยภาวะสมองเสื่อม,Capacity Building for Dementia Long-term Care Giver,2021
BUU00061,การคิดเชิงระบบ,System Thinking,2020
BU00060,รู้ทันภัยไซเบอร์,Cybersecurity Awareness,2020
BRU00059,ภาษาอังกฤษพื้นฐาน,Easy English for Everyday Life,2020
BRCC00058,ปลาส้มไร้ก้าง,Boneless Plasom,2020
BCN00055,การพยาบาลมารดาทารกและผดุงครรภ์,Maternal and Newborn Nursing and Midwifery,2020
AAT00054,การผลิตสื่อโฆษณาที่ปลอดภัยและสร้างสรรค์ : ความคาดหวังของสังคมต่อโฆษณา,Ethical and Creative Online Advertising : Society's Expectation of Advertising,2020
AAT00053,การผลิตสื่อโฆษณาที่ปลอดภัยและสร้างสรรค์ : โฆษณาสร้างสรรค์,Ethical and Creative Online Advertising : Creative Advertising,2020
AAT00052,การผลิตสื่อโฆษณาที่ปลอดภัยและสร้างสรรค์ : โฆษณาปลอดภัย,"Ethical and Creative Online Advertising : Legal, Ethics, and Professional Responsibility",2020
AAT00051,การผลิตสื่อโฆษณาที่ปลอดภัยและสร้างสรรค์ : การสื่อสารโฆษณา,Ethical and Creative Online Advertising: Advertising as Communication Tool,2020
SPU00589,เครื่องมือ Cloud-Based ศตวรรษ 21 เพื่อชีวิตประจำวัน,21st Century Cloud-Based Tools for everyday life,2020
SPU00591,การบริการผู้โดยสารบนเครื่องบิน,Inflight Service Learning (According to the Occupation Standard and Professional Qualifications framework),2019
SPU00593,กลยุทธ์ต้นทุนพิชิตกําไร,The Ultimate Profit Strategy,2020
SPU00592,เทคโนโลยีเสริมการสอน ในยุค Digital,Technology Enhanced Learning for Digital era,2020
NU00420,การเงินส่วนบุคคล,Personal Finance,2020
